# 3D Systems, Inc.
# New Model
0.1072117 0.2596365 0.8816160
0.1072355 0.2599399 0.8815884
0.1072422 0.2603565 0.8815292
0.1072674 0.2567723 0.8822572
0.1072853 0.2572426 0.8821424
0.1073982 0.2559417 0.8824709
0.1075947 0.2579512 0.8819524
0.1076168 0.2583516 0.8818503
0.1076265 0.2587856 0.8817689
0.1076219 0.2591929 0.8816996
0.1076223 0.2596202 0.8816085
0.1076365 0.2599320 0.8815784
0.1076603 0.2603559 0.8815225
0.1077444 0.2567462 0.8822353
0.1077633 0.2572171 0.8821119
0.1079292 0.2559251 0.8824381
0.1080359 0.2583134 0.8818537
0.1080406 0.2587629 0.8817676
0.1080426 0.2591721 0.8817010
0.1080522 0.2596061 0.8816111
0.1080768 0.2599243 0.8815812
0.1081203 0.2603575 0.8815284
0.1083088 0.2576786 0.8820059
0.1085422 0.2564174 0.8823154
0.1085747 0.2569046 0.8822003
0.1085065 0.2582937 0.8818630
0.1085080 0.2587583 0.8817713
0.1085103 0.2591826 0.8817027
0.1085245 0.2596241 0.8816113
0.1085405 0.2599486 0.8815812
0.1085863 0.2603859 0.8815308
0.1088330 0.2576884 0.8820044
0.1091121 0.2564353 0.8823224
0.1091405 0.2569266 0.8822040
0.1093489 0.2581743 0.8819392
0.1093731 0.2586414 0.8818397
0.1093931 0.2591006 0.8817616
0.1094433 0.2595986 0.8816717
0.1094734 0.2601076 0.8816070
0.1095066 0.2606370 0.8815503
0.1096824 0.2564493 0.8823426
0.1097053 0.2569494 0.8822278
0.1097377 0.2574514 0.8821151
0.1099293 0.2591194 0.8818075
0.1099746 0.2596107 0.8817268
0.1100090 0.2601215 0.8816566
0.1100433 0.2606496 0.8816105
0.1103044 0.2574837 0.8821670
0.1103477 0.2579967 0.8820561
0.1103880 0.2585299 0.8819553
0.1104738 0.2591411 0.8818709
0.1105089 0.2596223 0.8817844
0.1105426 0.2601376 0.8817187
0.1105746 0.2606659 0.8816748
0.1108773 0.2575115 0.8822176
0.1109104 0.2580293 0.8821131
0.1109491 0.2585589 0.8820129
0.1111229 0.2606852 0.8817403
0.1114606 0.2575330 0.8822892
0.1114825 0.2580605 0.8821830
0.1115175 0.2585899 0.8820877
0.1115533 0.2591414 0.8820115
0.1115891 0.2597001 0.8819314
0.1116238 0.2602808 0.8818643
0.1121611 0.2597269 0.8820141
0.1121929 0.2603064 0.8819484
0.0864836 0.2721061 0.8830297
0.0864559 0.2726298 0.8829507
0.0864373 0.2731694 0.8828764
0.0864179 0.2737125 0.8828165
0.0863921 0.2742552 0.8827826
0.0863709 0.2748052 0.8827631
0.0863497 0.2753738 0.8827493
0.0863311 0.2759389 0.8827257
0.0863144 0.2765012 0.8827363
0.0862995 0.2770786 0.8827565
0.0870146 0.2720725 0.8829257
0.0869896 0.2726045 0.8828450
0.0869703 0.2731497 0.8827744
0.0869505 0.2736939 0.8827218
0.0869246 0.2742391 0.8826865
0.0869023 0.2747923 0.8826668
0.0868857 0.2753685 0.8826522
0.0868671 0.2759353 0.8826334
0.0868526 0.2764992 0.8826461
0.0868406 0.2770780 0.8826692
0.0875870 0.2715164 0.8829085
0.0875588 0.2720389 0.8828199
0.0875318 0.2725753 0.8827429
0.0875091 0.2731232 0.8826771
0.0874882 0.2736698 0.8826291
0.0874644 0.2742223 0.8825907
0.0874442 0.2747836 0.8825688
0.0874265 0.2753619 0.8825528
0.0874089 0.2759330 0.8825450
0.0873960 0.2765004 0.8825617
0.0873859 0.2770808 0.8825898
0.0873761 0.2776663 0.8826247
0.0881791 0.2725086 0.8826426
0.0881536 0.2730017 0.8825904
0.0881257 0.2734750 0.8825494
0.0880997 0.2739806 0.8825135
0.0881268 0.2714825 0.8828266
0.0881021 0.2720062 0.8827295
0.0879952 0.2747725 0.8824917
0.0879785 0.2753521 0.8824804
0.0879601 0.2759244 0.8824786
0.0879474 0.2764961 0.8825036
0.0879373 0.2770782 0.8825347
0.0879277 0.2776662 0.8825725
0.0886902 0.2724734 0.8825815
0.0886620 0.2729680 0.8825230
0.0886339 0.2734460 0.8824802
0.0886119 0.2739601 0.8824404
0.0886872 0.2714484 0.8827406
0.0886600 0.2719763 0.8826437
0.0885636 0.2747637 0.8824149
0.0885467 0.2753441 0.8824117
0.0885272 0.2759163 0.8824162
0.0885133 0.2764916 0.8824456
0.0885021 0.2770756 0.8824797
0.0884907 0.2776652 0.8825205
0.0892182 0.2724309 0.8825139
0.0891936 0.2729289 0.8824573
0.0891778 0.2734090 0.8824168
0.0891485 0.2739233 0.8823877
0.0892987 0.2703837 0.8828840
0.0892692 0.2708919 0.8827737
0.0892496 0.2714107 0.8826622
0.0892290 0.2719439 0.8825767
0.0891468 0.2747505 0.8823567
0.0891276 0.2753334 0.8823569
0.0891062 0.2759077 0.8823677
0.0890920 0.2764839 0.8823995
0.0890805 0.2770715 0.8824369
0.0890689 0.2776658 0.8824787
0.0898731 0.2703485 0.8828152
0.0898438 0.2708586 0.8827090
0.0898278 0.2713825 0.8825989
0.0898116 0.2719191 0.8825174
0.0897937 0.2724667 0.8824417
0.0897780 0.2730281 0.8823837
0.0897655 0.2735939 0.8823396
0.0897502 0.2741634 0.8823135
0.0897322 0.2747352 0.8823116
0.0897129 0.2753198 0.8823164
0.0896942 0.2758965 0.8823288
0.0896787 0.2764741 0.8823579
0.0896641 0.2770603 0.8823977
0.0896514 0.2776565 0.8824434
0.0904509 0.2703128 0.8827485
0.0904250 0.2708269 0.8826461
0.0904137 0.2713558 0.8825387
0.0903962 0.2718932 0.8824591
0.0903770 0.2724437 0.8823892
0.0903591 0.2730062 0.8823357
0.0903496 0.2735760 0.8822978
0.0903370 0.2741483 0.8822762
0.0903185 0.2747196 0.8822726
0.0902982 0.2753038 0.8822792
0.0902798 0.2758819 0.8822917
0.0902611 0.2764608 0.8823231
0.0902439 0.2770470 0.8823675
0.0910542 0.2697596 0.8828102
0.0910316 0.2702764 0.8827017
0.0910090 0.2707967 0.8825941
0.0910001 0.2713300 0.8824972
0.0909835 0.2718662 0.8824169
0.0909637 0.2724214 0.8823537
0.0909453 0.2729873 0.8823043
0.0909362 0.2735586 0.8822712
0.0909269 0.2741339 0.8822526
0.0909087 0.2747038 0.8822473
0.0908887 0.2752884 0.8822574
0.0908706 0.2758664 0.8822733
0.0908520 0.2764460 0.8823094
0.0908320 0.2770342 0.8823533
0.0916373 0.2697198 0.8827674
0.0916173 0.2702424 0.8826618
0.0915996 0.2707683 0.8825521
0.0915925 0.2713048 0.8824608
0.0915761 0.2718446 0.8823837
0.0915565 0.2724017 0.8823236
0.0915411 0.2729697 0.8822800
0.0915326 0.2735426 0.8822514
0.0915215 0.2741168 0.8822325
0.0915041 0.2746865 0.8822334
0.0914827 0.2752715 0.8822447
0.0914645 0.2758497 0.8822638
0.0922084 0.2702103 0.8826234
0.0921921 0.2707392 0.8825140
0.0921846 0.2712792 0.8824331
0.0921682 0.2718207 0.8823566
0.0921502 0.2723813 0.8823025
0.0921368 0.2729499 0.8822626
0.0921300 0.2735259 0.8822397
0.0921166 0.2740983 0.8822195
0.0921002 0.2746679 0.8822243
0.0920778 0.2752532 0.8822422
0.0928189 0.2701707 0.8825842
0.0928018 0.2707065 0.8824865
0.0927918 0.2712494 0.8823985
0.0927741 0.2717945 0.8823337
0.0927585 0.2723606 0.8822867
0.0927448 0.2729305 0.8822511
0.0927354 0.2735024 0.8822321
0.0927240 0.2740789 0.8822199
0.0927074 0.2746504 0.8822203
0.0926840 0.2752362 0.8822423
0.0934477 0.2701371 0.8825426
0.0934292 0.2706802 0.8824553
0.0934168 0.2712283 0.8823734
0.0933970 0.2717762 0.8823119
0.0933802 0.2723434 0.8822706
0.0933660 0.2729143 0.8822397
0.0933562 0.2734852 0.8822288
0.0933447 0.2740630 0.8822183
0.0940480 0.2712087 0.8823522
0.0940260 0.2717586 0.8822924
0.0940086 0.2723262 0.8822568
0.0939942 0.2728978 0.8822307
0.0939848 0.2734674 0.8822261
0.0939728 0.2740466 0.8822189
0.0946801 0.2711930 0.8823329
0.0946591 0.2717462 0.8822766
0.0946435 0.2723152 0.8822457
0.0946321 0.2728887 0.8822268
0.0946235 0.2734557 0.8822238
0.0946130 0.2740371 0.8822231
0.0952991 0.2717286 0.8822691
0.0952863 0.2723025 0.8822417
0.1019126 0.2615963 0.8824400
0.1018306 0.2621702 0.8823628
0.1017570 0.2627638 0.8823072
0.1012255 0.2728359 0.8821132
0.1012190 0.2734181 0.8821443
0.1012223 0.2740043 0.8821858
0.1024736 0.2609743 0.8823701
0.1024069 0.2615534 0.8822863
0.1023394 0.2621312 0.8822196
0.1022803 0.2627307 0.8821654
0.1022109 0.2633329 0.8821145
0.1018513 0.2728283 0.8820901
0.1018453 0.2734103 0.8821264
0.1018490 0.2740013 0.8821710
0.1029498 0.2609522 0.8822161
0.1028954 0.2615375 0.8821493
0.1028436 0.2621193 0.8820913
0.1027969 0.2627195 0.8820362
0.1027444 0.2633211 0.8819897
0.1024705 0.2728210 0.8820721
0.1024638 0.2734034 0.8821129
0.1024667 0.2739989 0.8821606
0.1037794 0.2612381 0.8819511
0.1033631 0.2621203 0.8819621
0.1033295 0.2627208 0.8819120
0.1032937 0.2633233 0.8818687
0.1032677 0.2639360 0.8818360
0.1032445 0.2645550 0.8818146
0.1032231 0.2651842 0.8818016
0.1031113 0.2716026 0.8819767
0.1031035 0.2722097 0.8820142
0.1030943 0.2728128 0.8820585
0.1030871 0.2733975 0.8821041
0.1030886 0.2739946 0.8821536
0.1042550 0.2612166 0.8818310
0.1042112 0.2617663 0.8817773
0.1041663 0.2623312 0.8817406
0.1038524 0.2633320 0.8817449
0.1038348 0.2639442 0.8817190
0.1038200 0.2645621 0.8817003
0.1038076 0.2651891 0.8816971
0.1037421 0.2709698 0.8819098
0.1037356 0.2715889 0.8819523
0.1037285 0.2721995 0.8819972
0.1037161 0.2728025 0.8820445
0.1037060 0.2733873 0.8820941
0.1037024 0.2739816 0.8821458
0.1036932 0.2745628 0.8821950
0.1036833 0.2751578 0.8822454
0.1047468 0.2612106 0.8817307
0.1047101 0.2617617 0.8816860
0.1046727 0.2623251 0.8816474
0.1044211 0.2633491 0.8816112
0.1044127 0.2639612 0.8815990
0.1044039 0.2645769 0.8815923
0.1043986 0.2652007 0.8816016
0.1043590 0.2709515 0.8818907
0.1043509 0.2715710 0.8819394
0.1043441 0.2721850 0.8819908
0.1043286 0.2727882 0.8820406
0.1043162 0.2733738 0.8820931
0.1043072 0.2739658 0.8821453
0.1042918 0.2745492 0.8821958
0.1042768 0.2751488 0.8822490
0.1047915 0.2845140 0.8826391
0.1048355 0.2850853 0.8826556
0.1048660 0.2856472 0.8826757
0.1048888 0.2861891 0.8826945
0.1055155 0.2608966 0.8816181
0.1054751 0.2613957 0.8815832
0.1054359 0.2619071 0.8815425
0.1051396 0.2629011 0.8815461
0.1050010 0.2639801 0.8815129
0.1049995 0.2645942 0.8815173
0.1049976 0.2652146 0.8815309
0.1049974 0.2658391 0.8815540
0.1049849 0.2696758 0.8817773
0.1049797 0.2703086 0.8818250
0.1049743 0.2709332 0.8818811
0.1049655 0.2715528 0.8819334
0.1049590 0.2721677 0.8819885
0.1049420 0.2727697 0.8820430
0.1049285 0.2733564 0.8820991
0.1049154 0.2739465 0.8821549
0.1048968 0.2745299 0.8822058
0.1048804 0.2751335 0.8822567
0.1053663 0.2845296 0.8825826
0.1054088 0.2850954 0.8825948
0.1054368 0.2856505 0.8826142
0.1054633 0.2861910 0.8826330
0.1059295 0.2608718 0.8815654
0.1058941 0.2613631 0.8815325
0.1058654 0.2618791 0.8814892
0.1056855 0.2629017 0.8814771
0.1056048 0.2639957 0.8814520
0.1056069 0.2646076 0.8814585
0.1056062 0.2652249 0.8814708
0.1056077 0.2658456 0.8814984
0.1056018 0.2696657 0.8817621
0.1055959 0.2702973 0.8818142
0.1055895 0.2709204 0.8818770
0.1055793 0.2715390 0.8819343
0.1055726 0.2721540 0.8819973
0.1055528 0.2727534 0.8820572
0.1055361 0.2733392 0.8821180
0.1055183 0.2739284 0.8821697
0.1059100 0.2839670 0.8825303
0.1059325 0.2845451 0.8825337
0.1059708 0.2851053 0.8825428
0.1059973 0.2856564 0.8825601
0.1060252 0.2861924 0.8825762
0.1060440 0.2867201 0.8826047
0.1060603 0.2872665 0.8826419
0.1063491 0.2608610 0.8815267
0.1063242 0.2613539 0.8814915
0.1063139 0.2618729 0.8814510
0.1062331 0.2629032 0.8814134
0.1066173 0.2845734 0.8824822
0.1066814 0.2850760 0.8824867
0.1067266 0.2855470 0.8824942
0.1067893 0.2859983 0.8825016
0.1068053 0.2864142 0.8825277
0.1068141 0.2868353 0.8825474
0.1062107 0.2640087 0.8814090
0.1062134 0.2646194 0.8814138
0.1062165 0.2652335 0.8814337
0.1062190 0.2658505 0.8814638
0.1062220 0.2664731 0.8814968
0.1062247 0.2671041 0.8815341
0.1062157 0.2696547 0.8817529
0.1062090 0.2702846 0.8818144
0.1062014 0.2709063 0.8818833
0.1061915 0.2715257 0.8819482
0.1061790 0.2721384 0.8820169
0.1061549 0.2727369 0.8820811
0.1061337 0.2733230 0.8821370
0.1061115 0.2739120 0.8821901
0.1064730 0.2839812 0.8824944
0.1067671 0.2608445 0.8814841
0.1067631 0.2613465 0.8814476
0.1067708 0.2618683 0.8814055
0.1067977 0.2629114 0.8813810
0.1068010 0.2635012 0.8813735
0.1071615 0.2846071 0.8824505
0.1072216 0.2851014 0.8824525
0.1072582 0.2855707 0.8824590
0.1073158 0.2860291 0.8824638
0.1073311 0.2864281 0.8824908
0.1073408 0.2868310 0.8825086
0.1068277 0.2646254 0.8813851
0.1068313 0.2652379 0.8814098
0.1068345 0.2658531 0.8814424
0.1068373 0.2664722 0.8814779
0.1068407 0.2671019 0.8815237
0.1068326 0.2696424 0.8817601
0.1068250 0.2702704 0.8818272
0.1068167 0.2708910 0.8819013
0.1068067 0.2715104 0.8819724
0.1067908 0.2721191 0.8820502
0.1067644 0.2727156 0.8821105
0.1067409 0.2733019 0.8821652
0.1070492 0.2839880 0.8824612
0.1072347 0.2608515 0.8814591
0.1072522 0.2613605 0.8814243
0.1072684 0.2618799 0.8813819
0.1073660 0.2629125 0.8813572
0.1073755 0.2635077 0.8813606
0.1073819 0.2641118 0.8813746
0.1073854 0.2647273 0.8813793
0.1076772 0.2846243 0.8824288
0.1077310 0.2851153 0.8824263
0.1077612 0.2855872 0.8824281
0.1078198 0.2860436 0.8824320
0.1078343 0.2864310 0.8824587
0.1078501 0.2868209 0.8824732
0.1078485 0.2872737 0.8825057
0.1074535 0.2658529 0.8814305
0.1074562 0.2664713 0.8814745
0.1074588 0.2670989 0.8815248
0.1074607 0.2677325 0.8815805
0.1074591 0.2683679 0.8816407
0.1074546 0.2690029 0.8817070
0.1074478 0.2696293 0.8817760
0.1074386 0.2702552 0.8818491
0.1074302 0.2708759 0.8819299
0.1074165 0.2714927 0.8820059
0.1073964 0.2720985 0.8820804
0.1073678 0.2726931 0.8821427
0.1073431 0.2732793 0.8821985
0.1076125 0.2834401 0.8824501
0.1076168 0.2839958 0.8824399
0.1076711 0.2608601 0.8814465
0.1076944 0.2613747 0.8814123
0.1077292 0.2618994 0.8813651
0.1079153 0.2629152 0.8813432
0.1079307 0.2635106 0.8813501
0.1079433 0.2641144 0.8813713
0.1079555 0.2647270 0.8813865
0.1081600 0.2841086 0.8824250
0.1081755 0.2846336 0.8824179
0.1082127 0.2851269 0.8824075
0.1082401 0.2856056 0.8824037
0.1082878 0.2860534 0.8824102
0.1083053 0.2864290 0.8824366
0.1083310 0.2868139 0.8824460
0.1083255 0.2872635 0.8824815
0.1080730 0.2658492 0.8814487
0.1080740 0.2664664 0.8814961
0.1080749 0.2670925 0.8815505
0.1080757 0.2677240 0.8816094
0.1080726 0.2683569 0.8816742
0.1080658 0.2689889 0.8817426
0.1080582 0.2696148 0.8818136
0.1080460 0.2702385 0.8818873
0.1080338 0.2708571 0.8819691
0.1080154 0.2714718 0.8820454
0.1079911 0.2720747 0.8821187
0.1079600 0.2726684 0.8821818
0.1079348 0.2732547 0.8822382
0.1081766 0.2834457 0.8824452
0.1081519 0.2608611 0.8814496
0.1084674 0.2617633 0.8813995
0.1084852 0.2623390 0.8813771
0.1084984 0.2629234 0.8813599
0.1085179 0.2635166 0.8813615
0.1086647 0.2841220 0.8824300
0.1086693 0.2846413 0.8824213
0.1086972 0.2851372 0.8824129
0.1087171 0.2856245 0.8824105
0.1087507 0.2860680 0.8824122
0.1087676 0.2864364 0.8824421
0.1088060 0.2868170 0.8824432
0.1088009 0.2872636 0.8824776
0.1086964 0.2646252 0.8813938
0.1086960 0.2652332 0.8814239
0.1086959 0.2658446 0.8814634
0.1086956 0.2664605 0.8815142
0.1086953 0.2670849 0.8815726
0.1086946 0.2677149 0.8816366
0.1086897 0.2683463 0.8817057
0.1086807 0.2689766 0.8817800
0.1086708 0.2696014 0.8818567
0.1086542 0.2702221 0.8819328
0.1086370 0.2708380 0.8820156
0.1086147 0.2714498 0.8820940
0.1087430 0.2834525 0.8824600
0.1086258 0.2608717 0.8814573
0.1090135 0.2617565 0.8814305
0.1090341 0.2623301 0.8813986
0.1090516 0.2629177 0.8813850
0.1090723 0.2635154 0.8813951
0.1091856 0.2841345 0.8824381
0.1091947 0.2846525 0.8824264
0.1092081 0.2851450 0.8824126
0.1092132 0.2856258 0.8824034
0.1092312 0.2860688 0.8824067
0.1092461 0.2864339 0.8824297
0.1092907 0.2868118 0.8824375
0.1092906 0.2872584 0.8824687
0.1093204 0.2646058 0.8814358
0.1093156 0.2652201 0.8814688
0.1093140 0.2658329 0.8815030
0.1093104 0.2664513 0.8815532
0.1093072 0.2670763 0.8816118
0.1093043 0.2677070 0.8816802
0.1092968 0.2683359 0.8817593
0.1092853 0.2689644 0.8818342
0.1092719 0.2695857 0.8819123
0.1092521 0.2702013 0.8819894
0.1092316 0.2708135 0.8820674
0.1092069 0.2714227 0.8821430
0.1093182 0.2834654 0.8824773
0.1095311 0.2611902 0.8815145
0.1095522 0.2617578 0.8814749
0.1095806 0.2623325 0.8814462
0.1096016 0.2629234 0.8814314
0.1096256 0.2635200 0.8814376
0.1097014 0.2841491 0.8824636
0.1097068 0.2846604 0.8824482
0.1097066 0.2851522 0.8824277
0.1097003 0.2856285 0.8824149
0.1097002 0.2860699 0.8824179
0.1097075 0.2864393 0.8824375
0.1097595 0.2868166 0.8824391
0.1097675 0.2872631 0.8824690
0.1099361 0.2645849 0.8814932
0.1099298 0.2652022 0.8815267
0.1099238 0.2658200 0.8815628
0.1099172 0.2664417 0.8816132
0.1099127 0.2670658 0.8816738
0.1099062 0.2676947 0.8817457
0.1098937 0.2683205 0.8818208
0.1098795 0.2689476 0.8818971
0.1098617 0.2695656 0.8819728
0.1098860 0.2834877 0.8825028
0.1100769 0.2611992 0.8815609
0.1101042 0.2617633 0.8815259
0.1101361 0.2623413 0.8815064
0.1101839 0.2841629 0.8824908
0.1101848 0.2846674 0.8824703
0.1101743 0.2851593 0.8824440
0.1101578 0.2856291 0.8824319
0.1101459 0.2860695 0.8824346
0.1101546 0.2864462 0.8824462
0.1101945 0.2868320 0.8824455
0.1102161 0.2872798 0.8824699
0.1105509 0.2633335 0.8815339
0.1105481 0.2639536 0.8815498
0.1105432 0.2645691 0.8815724
0.1105378 0.2651887 0.8816024
0.1105325 0.2658085 0.8816354
0.1105246 0.2664306 0.8816880
0.1105172 0.2670535 0.8817470
0.1105065 0.2676799 0.8818188
0.1104902 0.2683029 0.8818894
0.1104730 0.2689269 0.8819657
0.1104314 0.2835164 0.8825436
0.1106100 0.2612129 0.8816262
0.1106410 0.2617735 0.8815916
0.1106777 0.2623537 0.8815725
0.1106834 0.2841796 0.8825390
0.1106768 0.2846778 0.8825189
0.1106641 0.2851659 0.8824906
0.1106403 0.2856270 0.8824757
0.1106226 0.2860623 0.8824716
0.1106272 0.2864490 0.8824829
0.1106713 0.2868406 0.8824894
0.1107048 0.2872857 0.8825100
0.1111418 0.2633204 0.8816137
0.1111411 0.2639404 0.8816277
0.1111375 0.2645566 0.8816487
0.1111318 0.2651770 0.8816787
0.1111245 0.2657979 0.8817125
0.1111143 0.2664210 0.8817595
0.1111041 0.2670428 0.8818167
0.1110890 0.2676676 0.8818844
0.1110691 0.2682886 0.8819541
0.1110490 0.2689103 0.8820292
0.1109819 0.2835412 0.8825961
0.1111533 0.2612317 0.8817011
0.1111896 0.2841889 0.8825882
0.1111745 0.2846830 0.8825632
0.1111555 0.2851662 0.8825350
0.1111367 0.2856251 0.8825235
0.1111097 0.2860646 0.8825152
0.1117015 0.2620808 0.8817243
0.1117142 0.2626973 0.8817058
0.1117211 0.2633141 0.8817008
0.1117230 0.2639332 0.8817089
0.1117213 0.2645493 0.8817256
0.1117172 0.2651684 0.8817550
0.1117087 0.2657893 0.8817893
0.1116963 0.2664113 0.8818389
0.1116839 0.2670312 0.8818962
0.1116669 0.2676532 0.8819603
0.1116437 0.2682706 0.8820280
